Date,Price,Open,High,Low,Vol.,Change %
"Mar 20, 2019",0.54,0.55,0.55,0.54,12.00K,-10.00%
"Mar 14, 2019",0.6,0.6,0.6,0.6,30.00K,-1.64%
"Mar 01, 2019",0.61,0.61,0.61,0.61,11.00K,3.39%
"Feb 25, 2019",0.59,0.59,0.59,0.59,1.20K,-9.23%
"Feb 08, 2019",0.65,0.645,0.65,0.645,12.00K,4.84%
"Jan 28, 2019",0.62,0.62,0.62,0.62,13.00K,-11.43%
"Jan 25, 2019",0.7,0.7,0.7,0.7,10.00K,2.94%
"Jan 22, 2019",0.68,0.675,0.68,0.675,3.90K,0.00%
"Jan 17, 2019",0.68,0.68,0.68,0.68,2.40K,-20.93%
